MI_dir_L5_weight,MI_dir_L5_mean,MI_dir_L5_variance,MI_dir_L3_weight,MI_dir_L3_mean,MI_dir_L3_variance,MI_dir_L1_weight,MI_dir_L1_mean,MI_dir_L1_variance,MI_dir_L0.1_weight,MI_dir_L0.1_mean,MI_dir_L0.1_variance,MI_dir_L0.01_weight,MI_dir_L0.01_mean,MI_dir_L0.01_variance,H_L5_weight,H_L5_mean,H_L5_variance,H_L3_weight,H_L3_mean,H_L3_variance,H_L1_weight,H_L1_mean,H_L1_variance,H_L0.1_weight,H_L0.1_mean,H_L0.1_variance,H_L0.01_weight,H_L0.01_mean,H_L0.01_variance,HH_L5_weight,HH_L5_mean,HH_L5_std,HH_L5_magnitude,HH_L5_radius,HH_L5_covariance,HH_L5_pcc,HH_L3_weight,HH_L3_mean,HH_L3_std,HH_L3_magnitude,HH_L3_radius,HH_L3_covariance,HH_L3_pcc,HH_L1_weight,HH_L1_mean,HH_L1_std,HH_L1_magnitude,HH_L1_radius,HH_L1_covariance,HH_L1_pcc,HH_L0.1_weight,HH_L0.1_mean,HH_L0.1_std,HH_L0.1_magnitude,HH_L0.1_radius,HH_L0.1_covariance,HH_L0.1_pcc,HH_L0.01_weight,HH_L0.01_mean,HH_L0.01_std,HH_L0.01_magnitude,HH_L0.01_radius,HH_L0.01_covariance,HH_L0.01_pcc,HH_jit_L5_weight,HH_jit_L5_mean,HH_jit_L5_variance,HH_jit_L3_weight,HH_jit_L3_mean,HH_jit_L3_variance,HH_jit_L1_weight,HH_jit_L1_mean,HH_jit_L1_variance,HH_jit_L0.1_weight,HH_jit_L0.1_mean,HH_jit_L0.1_variance,HH_jit_L0.01_weight,HH_jit_L0.01_mean,HH_jit_L0.01_variance,HpHp_L5_weight,HpHp_L5_mean,HpHp_L5_std,HpHp_L5_magnitude,HpHp_L5_radius,HpHp_L5_covariance,HpHp_L5_pcc,HpHp_L3_weight,HpHp_L3_mean,HpHp_L3_std,HpHp_L3_magnitude,HpHp_L3_radius,HpHp_L3_covariance,HpHp_L3_pcc,HpHp_L1_weight,HpHp_L1_mean,HpHp_L1_std,HpHp_L1_magnitude,HpHp_L1_radius,HpHp_L1_covariance,HpHp_L1_pcc,HpHp_L0.1_weight,HpHp_L0.1_mean,HpHp_L0.1_std,HpHp_L0.1_magnitude,HpHp_L0.1_radius,HpHp_L0.1_covariance,HpHp_L0.1_pcc,HpHp_L0.01_weight,HpHp_L0.01_mean,HpHp_L0.01_std,HpHp_L0.01_magnitude,HpHp_L0.01_radius,HpHp_L0.01_covariance,HpHp_L0.01_pcc
1,110,0,1,110,0,1,110,0,1.00016681,110,0,1.543939849,110,1.82E-12,1,110,0,1,110,0,1,110,0,1.00016681,110,0,1.543939849,110,1.82E-12,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.00016681,110,0,110,0,0,0,1.543939849,110,1.35E-06,110,1.82E-12,0,0,1,125.495064,0,1,125.495064,0,1,125.495064,0,1.00016681,125.5157463,2.564331442,1.543939849,160.008729,3206.155115,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.00016681,110,0,110,0,0,0,1.543939849,110,1.35E-06,110,1.82E-12,0,0
1,380,0,1,380,0,1.000000015,379.9999953,0.001503178,1.371112354,307.4583628,17867.21988,10.73162092,187.8665708,23733.47482,1,380,0,1,380,0,1.000000015,379.9999953,0.001503178,1.371112354,307.4583628,17867.21988,10.73162092,187.8665708,23733.47482,1,380,0,537.4011537,0,0,0,1,380,0,537.4011537,0,-1.57E-262,0,1,380,0.000244379,537.4011537,5.97E-08,-1.86E-84,0,1.120110133,362.9105874,71.23178549,525.4166611,5073.996128,-0.732686923,-0.002486345,7.119019532,252.7534487,152.5452072,396.2107469,30288.95339,846.6120623,0.039857524,1,40.58563304,0,1,40.58563304,0,1,40.58563304,1.14E-09,1.120110133,39.41022477,105.6965571,7.119019532,23.89369189,606.8830001,1,380,0,537.4011537,0,0,0,1,380,0,537.4011537,0,-1.57E-262,0,1,380,0.000244379,537.4011537,5.97E-08,-1.86E-84,0,1.120110133,362.9105874,71.23178549,525.4166611,5073.996128,-0.732686923,-0.002486345,7.119019532,252.7534487,152.5452072,396.2107469,30288.95339,846.6120623,0.039857524
1.07253675,380,0,1.207173811,380,0,1.5917137,379.9999983,0.000558801,2.301020698,338.9842144,11395.36691,11.67545611,204.3227527,24591.68516,1.07253675,380,0,1.207173811,380,0,1.5917137,379.9999983,0.000558801,2.301020698,338.9842144,11395.36691,11.67545611,204.3227527,24591.68516,1.07253675,380,0,609.0779917,0,0,0,1.207173811,380,0,609.0779917,0,-4.81E-264,0,1.591713691,380,0.000149018,609.0779917,2.26E-08,5.47E-21,5.56E-13,2.062849782,371.1949583,51.83843456,599.3830181,2731.459502,84.76644676,0.073901661,8.081761568,268.4983516,148.8163134,434.0195523,29949.00347,5708.432878,0.270150254,1.07253675,3.45067777,100.0285333,1.207173811,7.592369048,225.5201847,1.591713691,15.56316547,370.4860742,2.062849782,20.67245904,427.6290969,8.081761568,21.03086763,589.8305269,1.07253675,380,0,609.0779917,0,0,0,1.207173811,380,0,609.0779917,0,-4.81E-264,0,1.591713691,380,0.000149018,609.0779917,2.26E-08,5.47E-21,5.56E-13,2.062849782,371.1949583,51.83843456,599.3830181,2731.459502,84.76644676,0.073901661,8.081761568,268.4983516,148.8163134,434.0195523,29949.00347,5708.432878,0.270150254
1.424745884,159.6098213,20630.68524,1.69246847,194.4721715,23835.163,2.322538592,244.8031067,24173.62455,3.258784845,255.2155008,23748.89126,12.6538464,193.3914715,24040.82134,1.424745884,159.6098213,20630.68524,1.69246847,194.4721715,23835.163,2.322538592,244.8031067,24173.62455,3.258784845,255.2155008,23748.89126,12.6538464,193.3914715,24040.82134,1.424745884,159.6098213,143.6338583,331.3109849,44495.19115,-9204.761391,-0.322759625,1.69246847,194.4721715,154.3864081,359.3859439,45676.80017,-10815.25003,-0.354888,2.322538585,244.8031072,155.4786947,407.7382889,44358.65186,-10630.5514,-0.354530645,3.02498562,270.3035834,149.7042091,436.0689916,41395.78755,-9172.347647,-0.328420114,9.066803305,246.1643112,154.0374074,405.3287157,35781.48992,215.6445826,0.008554294,1.424745884,1.216309688,31.94105303,1.69246847,3.26431323,105.2422826,2.322538585,8.97731388,268.3313974,3.02498562,13.92691028,378.4051967,9.066803305,18.74079958,567.0823073,1.424745884,159.6098213,143.6338583,331.3109849,44495.19115,-9204.761391,-0.322759625,1.69246847,194.4721715,154.3864081,359.3859439,45676.80017,-10815.25003,-0.354888,2.322538585,244.8031072,155.4786947,407.7382889,44358.65186,-10630.5514,-0.354530645,3.02498562,270.3035834,149.7042091,436.0689916,41395.78755,-9172.347647,-0.328420114,9.066803305,246.1643112,154.0374074,405.3287157,35781.48992,215.6445826,0.008554294
2.424651706,125.9514525,13735.93177,2.692401344,151.212584,18149.55658,3.322507886,194.5991305,22751.64828,4.258780537,213.6037062,23815.15142,13.65384473,184.9402643,23183.85928,2.424651706,125.9514525,13735.93177,2.692401344,151.212584,18149.55658,3.322507886,194.5991305,22751.64828,4.258780537,213.6037062,23815.15142,13.65384473,184.9402643,23183.85928,2.424651706,125.9514525,117.2003915,316.4734461,41747.72668,-9482.378549,-0.407485087,2.692401344,151.212584,134.7202902,337.9409368,42984.43302,-12547.8135,-0.47184446,3.322507879,194.5991308,150.8364952,379.7246011,43600.03868,-14273.98318,-0.49069047,4.024981621,222.5260774,154.1051037,408.1788743,42134.64493,-13324.7704,-0.463474627,10.06680211,229.4594719,154.5982601,395.4063086,35896.50975,-2571.755108,-0.101647528,2.424651706,0.7146745,19.12608902,2.692401344,2.051903288,68.6413764,3.322507879,6.275350443,204.5254094,4.024981621,10.46679729,320.6072893,10.06680211,16.87915769,542.1732972,2.424651706,125.9514525,117.2003915,316.4734461,41747.72668,-9482.378549,-0.407485087,2.692401344,151.212584,134.7202902,337.9409368,42984.43302,-12547.8135,-0.47184446,3.322507879,194.5991308,150.8364952,379.7246011,43600.03868,-14273.98318,-0.49069047,4.024981621,222.5260774,154.1051037,408.1788743,42134.64493,-13324.7704,-0.463474627,10.06680211,229.4594719,154.5982601,395.4063086,35896.50975,-2571.755108,-0.101647528
1.000050776,379.987101,3.974236956,1.004195149,379.0442123,293.5806784,1.385184284,328.444765,13227.09401,4.433250678,251.1374046,23279.90238,14.36278513,198.5211773,24034.34558,1.000050776,379.987101,3.974236956,1.004195149,379.0442123,293.5806784,1.385184284,328.444765,13227.09401,4.433250678,251.1374046,23279.90238,14.36278513,198.5211773,24034.34558,1.000050776,379.987101,1.993548835,478.2069328,39423.30373,6.71E-05,1.69E-07,1.004195149,379.0442123,17.13419617,484.781751,38965.89878,0.320557773,9.48E-05,1.385184284,328.4447652,115.0091039,462.8152058,39475.07932,359.8740826,0.016225094,4.244771775,259.6244023,150.3974027,429.5311031,41508.78103,-5247.606318,-0.187026937,10.85220765,243.3313524,153.6037076,403.6144778,35693.15321,-12.61207782,-0.000501715,1.000050776,3.108530325,0.001262082,1.004195149,3.104237179,0.291403563,1.385184284,3.989229669,58.88638697,4.244771775,8.733336502,254.8275355,10.85220765,15.61024483,508.0770054,1.000050776,379.987101,1.993548835,478.2069328,39423.30373,6.71E-05,1.69E-07,1.004195149,379.0442123,17.13419617,484.781751,38965.89878,0.320557773,9.48E-05,1.385184284,328.4447652,115.0091039,462.8152058,39475.07932,359.8740826,0.016225094,4.244771775,259.6244023,150.3974027,429.5311031,41508.78103,-5247.606318,-0.187026937,10.85220765,243.3313524,153.6037076,403.6144778,35693.15321,-12.61207782,-0.000501715
1.276893357,342.4059665,391.9298361,1.46472112,346.9260079,572.5427289,2.071434564,330.1610804,6844.774991,5.320839145,266.3347434,19902.60816,15.32594384,207.2305151,23552.7921,1.276893357,342.4059665,391.9298361,1.46472112,346.9260079,572.5427289,2.071434564,330.1610804,6844.774991,5.320839145,266.3347434,19902.60816,15.32594384,207.2305151,23552.7921,1.276893357,342.4059665,19.79721789,348.7095507,391.932823,0.025342643,0.001034861,1.46472112,346.9260079,23.92786511,353.2364673,602.8025618,4.546652167,0.013836613,2.071434564,330.1610805,82.73315521,350.8193047,19667.24671,-1221.011642,-0.108689244,5.137139399,273.7130988,137.9762927,377.9122085,44660.3156,-11175.17412,-0.402959938,11.82437118,250.8301569,149.021465,382.1162872,37933.56845,-4988.901914,-0.190900817,1.276893357,0.96426657,1.273392522,1.46472112,1.237873022,1.711225533,2.071434564,2.242278281,33.72840421,5.137139399,7.105426167,216.1863873,11.82437118,14.32140584,483.0888048,1.276893357,342.4059665,19.79721789,348.7095507,391.932823,0.025342643,0.001034861,1.46472112,346.9260079,23.92786511,353.2364673,602.8025618,4.546652167,0.013836613,2.071434564,330.1610805,82.73315521,350.8193047,19667.24671,-1221.011642,-0.108689244,5.137139399,273.7130988,137.9762927,377.9122085,44660.3156,-11175.17412,-0.402959938,11.82437118,250.8301569,149.021465,382.1162872,37933.56845,-4988.901914,-0.190900817
1.637299665,173.5877761,18315.32775,1.965313503,203.9839239,20004.9285,2.802640114,235.9067096,20416.9653,6.247396861,234.2678286,22112.69412,16.30465725,198.5685413,23256.5535,1.637299665,173.5877761,18315.32775,1.965313503,203.9839239,20004.9285,2.802640114,235.9067096,20416.9653,6.247396861,234.2678286,22112.69412,16.30465725,198.5685413,23256.5535,1.637299665,173.5877761,135.3341337,267.8342638,30418.7289,-10062.93559,-0.477125192,1.965313503,203.9839239,141.4387801,280.8512986,31060.24012,-12383.95061,-0.56802411,2.802640114,235.9067097,142.8879466,302.1052179,32297.86808,-11650.64006,-0.515416859,6.066232679,239.4722265,147.7803464,343.6168806,41078.81738,-12367.81637,-0.44867598,12.80794801,236.3992616,151.4349189,362.3571951,37905.65636,-6578.867458,-0.25006502,1.637299665,0.497798678,0.63432458,1.965313503,0.710041623,1.109453881,2.802640114,1.513765396,22.65060991,6.066232679,5.967173204,187.1126305,12.80794801,13.21889613,459.7237997,1.637299665,173.5877761,135.3341337,267.8342638,30418.7289,-10062.93559,-0.477125192,1.965313503,203.9839239,141.4387801,280.8512986,31060.24012,-12383.95061,-0.56802411,2.802640114,235.9067097,142.8879466,302.1052179,32297.86808,-11650.64006,-0.515416859,6.066232679,239.4722265,147.7803464,343.6168806,41078.81738,-12367.81637,-0.44867598,12.80794801,236.3992616,151.4349189,362.3571951,37905.65636,-6578.867458,-0.25006502
1.117418607,71.93582996,3137.87925,1.404386911,101.4595249,10010.94229,2.654585006,169.6414707,19991.1756,6.92667715,209.1088923,22671.71956,17.21895583,190.5210997,22956.27774,1.117418607,71.93582996,3137.87925,1.404386911,101.4595249,10010.94229,2.654585006,169.6414707,19991.1756,6.92667715,209.1088923,22671.71956,17.21895583,190.5210997,22956.27774,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,4.80E-82,0,1.059093912,60,9.54E-07,84.85281374,1.02E-12,-2.27E-34,-3.54E-22,3.179056689,60,6.74E-07,84.85281374,1.44E-12,1.64E-27,2.08E-15,1,41.03070998,0,1,41.03070998,0,1,41.03070998,1.63E-10,1.059093912,42.11132523,19.93786302,3.179056689,54.98123802,142.6501143,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,8.68E-188,0,1.059093912,60,9.54E-07,84.85281374,1.02E-12,-6.32E-45,-9.83E-33,3.179056689,60,6.74E-07,84.85281374,1.44E-12,-2.14E-29,-2.71E-17
1,380,0,1,380,8.53E-08,1.000234994,379.9505786,15.0904777,3.7241498,254.9961732,22320.04812,16.68474333,201.8775165,23603.22653,1,380,0,1,380,8.53E-08,1.000234994,379.9505786,15.0904777,3.7241498,254.9961732,22320.04812,16.68474333,201.8775165,23603.22653,1,380,0,431.2800446,24286.78318,-5.92E-39,0,1,380,0.000119541,426.2253051,23760.07895,1.49E-21,8.09E-20,1.00014647,379.9788977,2.45566567,424.2635381,25025.98344,0.000236533,6.09E-07,3.263274754,282.5356471,139.0820358,374.9026611,39808.40439,-1881.251121,-0.072515727,12.60543377,247.7912328,150.3974576,369.890012,37717.03434,-4494.271718,-0.172007217,1,14.22389102,0,1,14.22389102,5.16E-11,1.00014647,14.22202964,0.026972101,3.263274754,8.497367085,144.2629323,12.60543377,13.29862325,423.3272807,1,380,0,431.2800446,24286.78318,-5.92E-39,0,1,380,0.000119541,426.2253051,23760.07895,1.49E-21,8.09E-20,1.00014647,379.9788977,2.45566567,424.2635381,25025.98344,0.000236533,6.09E-07,3.263274754,282.5356471,139.0820358,374.9026611,39808.40439,-1881.251121,-0.072515727,12.60543377,247.7912328,150.3974576,369.890012,37717.03434,-4494.271718,-0.172007217
1.297616241,138.0178253,17427.02998,1.483274607,168.3062257,21657.59105,1.784934414,204.0614388,24290.14383,4.634965341,214.2199949,23548.31269,17.64435014,194.1766086,23252.5813,1.297616241,138.0178253,17427.02998,1.483274607,168.3062257,21657.59105,1.784934414,204.0614388,24290.14383,4.634965341,214.2199949,23548.31269,17.64435014,194.1766086,23252.5813,1.297616241,138.0178253,132.0114767,404.2881647,17427.02998,-2.67E-61,0,1.483274607,168.3062257,147.1651829,415.6043619,21657.59105,-2.72E-09,-1.75E-07,1.784864945,204.0670459,155.8533973,431.3061105,24290.28269,-2.341692602,-0.005380673,4.185127148,230.7963237,152.4736893,372.1102643,35596.77844,-2222.57567,-0.088783086,13.57491645,234.399531,152.3426648,369.4285764,36434.01238,-4017.141935,-0.157344716,1.297616241,3.531826902,34.02355868,1.483274607,4.870130101,42.28306949,1.784864945,6.449825521,47.42332033,4.185127148,6.550551175,121.8644757,13.57491645,12.34473684,403.5846661,1.297616241,138.0178253,132.0114767,404.2881647,17427.02998,-2.67E-61,0,1.483274607,168.3062257,147.1651829,415.6043619,21657.59105,-2.72E-09,-1.75E-07,1.784864945,204.0670459,155.8533973,431.3061105,24290.28269,-2.341692602,-0.005380673,4.185127148,230.7963237,152.4736893,372.1102643,35596.77844,-2222.57567,-0.088783086,13.57491645,234.399531,152.3426648,369.4285764,36434.01238,-4017.141935,-0.157344716
1,380,0,1,380,0,1,380,0,1.074033104,368.5727839,3387.007922,12.66658137,208.8469751,23927.71644,1,380,0,1,380,0,1,380,0,1.074033104,368.5727839,3387.007922,12.66658137,208.8469751,23927.71644,1,380,0,537.4011537,0,-6.92E-151,0,1,380,0,537.4011537,1.11E-08,-7.28E-63,0,1,380,0,537.3840356,7.797476622,-6.69E-18,0,1.066847955,370.6510008,52.5758406,471.785195,27097.81418,-202.3213208,-0.023438187,9.9758402,248.9948399,150.9764845,378.8571805,36171.4594,-2769.886839,-0.109473563,1,59.68244219,0,1,59.68244219,0,1,59.68244219,0,1.066847955,56.35323465,173.4394131,9.9758402,17.08997177,565.2397364,1,380,0,537.4011537,0,-6.92E-151,0,1,380,0,537.4011537,1.11E-08,-7.28E-63,0,1,380,0,537.3840356,7.797476622,-6.69E-18,0,1.066847955,370.6510008,52.5758406,471.785195,27097.81418,-202.3213208,-0.023438187,9.9758402,248.9948399,150.9764845,378.8571805,36171.4594,-2769.886839,-0.109473563
1.183659533,114.7210145,12924.66131,1.361749621,149.4142924,19234.14364,1.712529246,196.6454671,23954.4386,2.038240431,220.1247503,24604.79273,13.62372265,198.3618105,23559.22449,1.183659533,114.7210145,12924.66131,1.361749621,149.4142924,19234.14364,1.712529246,196.6454671,23954.4386,2.038240431,220.1247503,24604.79273,13.62372265,198.3618105,23559.22449,1.183659533,114.7210145,113.6866804,396.9394301,12924.66131,-3.44E-153,0,1.361749621,149.4142924,138.6872151,408.3192755,19234.14364,-2.04E-64,0,1.712529246,196.6454671,154.7722152,427.866147,23954.4386,-9.96E-19,0,2.03129473,220.6722723,156.8469108,436.1222453,24646.2314,-428.5799382,-0.070711297,10.94208589,232.2708951,153.2692531,378.1239787,34537.28378,-2774.105866,-0.113751649,1.183659533,9.673582645,459.3115605,1.361749621,16.21375867,683.5354767,1.712529246,25.11750647,851.2834735,2.03129473,28.85143742,868.0743202,10.94208589,15.57280282,536.467043,1.183659533,114.7210145,113.6866804,396.9394301,12924.66131,-3.44E-153,0,1.361749621,149.4142924,138.6872151,408.3192755,19234.14364,-2.04E-64,0,1.712529246,196.6454671,154.7722152,427.866147,23954.4386,-9.96E-19,0,2.03129473,220.6722723,156.8469108,436.1222453,24646.2314,-428.5799382,-0.070711297,10.94208589,232.2708951,153.2692531,378.1239787,34537.28378,-2774.105866,-0.113751649
1.000000034,60.00000184,0.000535536,1.000040391,60.00361138,1.099750018,1.053011113,66.87906154,2098.595157,2.439886647,154.4968038,20722.02399,14.15839996,188.5893919,23151.87878,1.000000034,60.00000184,0.000535536,1.000040391,60.00361138,1.099750018,1.053011113,66.87906154,2098.595157,2.439886647,154.4968038,20722.02399,14.15839996,188.5893919,23151.87878,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,6.97E-106,0,1.004434516,60,6.74E-07,84.85281374,6.43E-13,-9.91E-37,-2.18E-24,2.838609301,60,0,84.85281374,4.55E-13,1.06E-27,0,1,78.99837995,0,1,78.99837995,0,1,78.99837995,0,1.004434516,78.83552587,6.068710103,2.838609301,63.44212128,224.0162811,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,4.25E-259,0,1.004434516,60,6.74E-07,84.85281374,6.43E-13,-4.93E-52,-1.08E-39,2.838609301,60,0,84.85281374,4.55E-13,-4.63E-30,0
1,60,0,1,60,2.73E-12,1.000139681,60.00096074,0.299700423,1.999171425,107.2288194,12589.12888,13.94914852,179.3709517,22592.55857,1,60,0,1,60,2.73E-12,1.000139681,60.00096074,0.299700423,1.999171425,107.2288194,12589.12888,13.94914852,179.3709517,22592.55857,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1.000193364,60,6.74E-07,60,4.55E-13,0,0,1.687256121,60,6.74E-07,60,4.55E-13,0,0,1,123.366436,0,1,123.366436,0,1,123.366436,0,1.000193364,123.3667425,0.000486273,1.687256121,135.6182381,2796.677529,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1,60,0,60,0,0,0,1.000193364,60,6.74E-07,60,4.55E-13,0,0,1.687256121,60,6.74E-07,60,4.55E-13,0,0
1,110,0,1,110,0,1,110,0,1.000168462,110,1.82E-12,1.64755004,110,1.82E-12,1,110,0,1,110,0,1,110,0,1.000168462,110,1.82E-12,1.64755004,110,1.82E-12,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.000168462,110,1.35E-06,110,1.82E-12,0,0,1.64755004,110,1.35E-06,110,1.82E-12,0,0,1,125.3552959,0,1,125.3552959,0,1,125.3552959,0,1.000168462,125.3553229,0.000436255,1.64755004,138.9754176,1546.617575,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1,110,0,110,0,0,0,1.000168462,110,1.35E-06,110,1.82E-12,0,0,1.64755004,110,1.35E-06,110,1.82E-12,0,0
1,380,0,1,380,0,1,380,9.24E-07,1.157171418,342.9511821,10443.13821,11.81683118,196.3491961,23798.73028,1,380,0,1,380,0,1,380,9.24E-07,1.157171418,342.9511821,10443.13821,11.81683118,196.3491961,23798.73028,1,380,0,537.4011537,0,-3.3104997e-317,0,1,380,0,537.4011537,0,-1.17E-162,0,1,380,0,537.4011537,0,-3.64E-51,0,1.04619976,372.9641517,46.45288768,529.7250414,2624.160506,0.502895669,0.000280155,8.495261642,249.6604837,151.633675,389.0479812,34200.03842,-683.4732066,-0.028327976,1,54.58370399,0,1,54.58370399,0,1,54.58370399,0,1.04619976,53.44737746,66.28283214,8.495261642,20.16488048,631.3719811,1,380,0,537.4011537,0,-3.3104997e-317,0,1,380,0,537.4011537,0,-1.17E-162,0,1,380,0,537.4011537,0,-3.64E-51,0,1.04619976,372.9641517,46.45288768,529.7250414,2624.160506,0.502895669,0.000280155,8.495261642,249.6604837,151.633675,389.0479812,34200.03842,-683.4732066,-0.028327976
1.00789087,68.45833464,765.8736682,1.054736235,82.29523771,4851.16987,1.37968634,152.4120397,19666.33986,2.050364887,207.8770868,24513.75016,12.70294815,186.0878619,23157.5111,1.00789087,68.45833464,765.8736682,1.054736235,82.29523771,4851.16987,1.37968634,152.4120397,19666.33986,2.050364887,207.8770868,24513.75016,12.70294815,186.0878619,23157.5111,1.00789087,68.45833464,27.67442263,1054.225092,765.8736682,0,0,1.054736235,82.29523771,69.65034006,1055.213962,4851.16987,3.38E-12,3.18E-09,1.37968634,152.4120397,140.2367279,1062.983269,19666.33986,-3.71E-69,0,1.949635876,215.5172379,156.8186576,1066.527574,25097.66251,-507.795641,-0.045738188,9.413389764,230.1499261,154.119654,562.577456,135981.0932,6996.089219,0.124057343,1.00789087,1.813522616,21.97364165,1.054736235,4.157272959,139.1846629,1.37968634,16.03393913,564.2459358,1.949635876,26.74995252,709.140631,9.413389764,18.17115017,597.7431812,1.00789087,68.45833464,27.67442263,1054.225092,765.8736682,0,0,1.054736235,82.29523771,69.65034006,1055.213962,4851.16987,3.38E-12,3.18E-09,1.37968634,152.4120397,140.2367279,1062.983269,19666.33986,-3.71E-69,0,1.949635876,215.5172379,156.8186576,1066.527574,25097.66251,-507.795641,-0.045738188,9.413389764,230.1499261,154.119654,562.577456,135981.0932,6996.089219,0.124057343
2.007855892,73.21050107,407.1956002,2.054714272,80.20480705,2494.78399,2.379676764,121.1422299,12751.09877,3.050363464,165.2995093,20194.41433,13.70294727,178.1999339,22257.91525,2.007855892,73.21050107,407.1956002,2.054714272,80.20480705,2494.78399,2.379676764,121.1422299,12751.09877,3.050363464,165.2995093,20194.41433,13.70294727,178.1999339,22257.91525,2.007855892,73.21050107,20.17908819,1054.544346,407.1956002,0,0,2.054714272,80.20480705,49.94781266,1055.05299,2494.78399,2.60E-12,3.41E-09,2.379676764,121.1422299,112.9207632,1058.952048,12751.09877,-2.74E-69,0,2.949634523,168.8954491,143.1518939,1058.092179,21096.51195,-681.3768531,-0.067232304,10.41338911,215.5389359,153.2365974,556.7597672,135933.9461,-1922.457374,-0.034286202,2.007855892,0.910314069,11.85200202,2.054714272,2.133992641,75.7631265,2.379676764,9.29607903,389.7712212,2.949634523,17.68105185,629.0718033,10.41338911,16.42617167,569.0050737,2.007855892,73.21050107,20.17908819,1054.544346,407.1956002,0,0,2.054714272,80.20480705,49.94781266,1055.05299,2494.78399,2.60E-12,3.41E-09,2.379676764,121.1422299,112.9207632,1058.952048,12751.09877,-2.74E-69,0,2.949634523,168.8954491,143.1518939,1058.092179,21096.51195,-681.3768531,-0.067232304,10.41338911,215.5389359,153.2365974,556.7597672,135933.9461,-1922.457374,-0.034286202
1.000009966,379.9969426,0.942014092,1.00134964,379.5959297,124.3375894,1.206858562,335.6311338,11702.19956,3.389280528,228.6464317,23823.87815,14.37228247,192.2408537,23345.55689,1.000009966,379.9969426,0.942014092,1.00134964,379.5959297,124.3375894,1.206858562,335.6311338,11702.19956,3.389280528,228.6464317,23823.87815,14.37228247,192.2408537,23345.55689,1.000009966,379.9969426,0.970574104,1118.526565,0.942014092,0,0,1.00134964,379.5959297,11.15067664,1118.390392,124.3375894,5.18E-15,3.04E-11,1.206858562,335.6311338,108.1767053,1104.242844,11702.19956,-6.81E-70,0,3.310381833,232.6659026,153.9404563,1070.12467,24221.91135,-183.7958749,-0.016864393,11.16210439,230.2728121,153.5703106,562.6277397,135951.6698,6939.822626,0.123499804,1.000009966,3.524022996,0.000186194,1.00134964,3.522175496,0.104715975,1.206858562,4.513389353,71.53946539,3.310381833,13.40450506,481.2960528,11.16210439,15.27028545,531.6058812,1.000009966,379.9969426,0.970574104,1118.526565,0.942014092,0,0,1.00134964,379.5959297,11.15067664,1118.390392,124.3375894,5.18E-15,3.04E-11,1.206858562,335.6311338,108.1767053,1104.242844,11702.19956,-6.81E-70,0,3.310381833,232.6659026,153.9404563,1070.12467,24221.91135,-183.7958749,-0.016864393,11.16210439,230.2728121,153.5703106,562.6277397,135951.6698,6939.822626,0.123499804
1.248323035,123.655488,16317.72777,1.434103566,156.7417808,21596.94424,1.913395593,191.5777374,24540.48635,4.296156094,189.3912399,23357.76211,15.33229602,183.6158667,22889.1028,1.248323035,123.655488,16317.72777,1.434103566,156.7417808,21596.94424,1.913395593,191.5777374,24540.48635,4.296156094,189.3912399,23357.76211,15.33229602,183.6158667,22889.1028,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,1.90E-122,0,1.022360089,60,6.74E-07,84.85281374,6.43E-13,1.10E-30,2.41E-18,2.940263932,60,9.54E-07,84.85281374,1.29E-12,6.80E-28,7.48E-16,1,54.89313793,0,1,54.89313793,0,1,54.89313793,0,1.022360089,55.4167831,12.39584048,2.940263932,60.53456484,164.229874,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0,0,1,60,0,84.85281374,0,0.00E+00,0,1.022360089,60,6.74E-07,84.85281374,6.43E-13,2.47E-32,5.43E-20,2.940263932,60,9.54E-07,84.85281374,1.29E-12,-1.86E-29,-2.04E-17
